u,x,y
13.000000000056584,12.999999999968939,12.999999999968939
13.000000000043634,12.999999999976048,12.999999999976048
-8.643199999966352,10.940377206017407,10.940377206017407
-5.749841899013255,9.352092862437132,9.352092862437132
-3.5186200531516842,8.127282589671777,8.127282589671777
-1.7980065819709132,7.182766445358526,7.182766445358526
-0.47115030243965883,6.454399965500238,6.454399965500238
0.5520589284652644,5.892717952783678,5.892717952783678
1.341109819929489,5.459575170772748,5.459575170772748
1.949588800098443,5.12555580508079,5.12555580508079
2.4188192050225057,4.867975761522675,4.867975761522675
2.780667650212946,4.669342132295956,4.669342132295956
3.05970817255064,4.516165208669589,4.516165208669589
3.27489111486096,4.398042360977685,4.398042360977685
3.4408300912985466,4.306951569907359,4.306951569907359
3.5687944345941407,4.236706631015774,4.236706631015774
3.66747452474904,4.182537034046602,4.182537034046602
3.7435719745713323,4.140763985594937,4.140763985594937
3.802254753036232,4.108550573005985,4.108550573005985
3.847508155041191,4.083709102510319,4.083709102510319
3.8824054527935026,4.064552527444482,4.064552527444482
3.909316609445991,4.0497798766741875,4.0497798766741875
3.9300692292481,4.038387902376534,4.038387902376534
3.946072674741445,4.02960294696018,4.02960294696018
3.9584137801103383,4.022828402034881,4.022828402034881
3.9679306608213984,4.017604191237012,4.017604191237012
3.975269632150244,4.013575525288006,4.013575525288006
3.9809291020754074,4.010468807363205,4.010468807363205
3.985293419416169,4.008073052444219,4.008073052444219
3.98865897592636,4.0062255587963325,4.0062255587963325
3.9912543350029113,4.004800858484989,4.004800858484989
3.9932557540002867,4.0037021965331805,4.0037021965331805
3.9947991543101873,4.002854960047905,4.002854960047905
3.9959893521247016,4.002201611071181,4.002201611071181
3.9969071767672046,4.001697779032775,4.001697779032775
3.997614960014756,4.001309247433329,4.001309247433329
3.9981607692056587,4.001009630115926,4.001009630115926
3.998581671613146,4.0007785793159005,4.0007785793159005
3.998906251777022,4.000600403793018,4.000600403793018
3.9991565527515673,4.000463003199942,4.000463003199942
3.9993495731047197,4.000357046317244,4.000357046317244
3.9994984213335343,4.000275337346856,4.000275337346856
3.9996132060951366,4.000212327227342,4.000212327227342
3.9997017227110288,4.0001637367832075,4.0001637367832075
3.9997699825669493,4.000126266115329,4.000126266115329
3.9998226213611856,4.000097370496524,4.000097370496524
3.9998632139264814,4.000075087552735,4.000075087552735
3.9998945170059175,4.000057903993273,4.000057903993273
3.999918656470249,4.00004465283945,4.00004465283945
3.99993727169114,4.000034434172123,4.000034434172123
3.999951626875001,4.000026554015923,4.000026554015923
3.9999626969184305,4.000020477209649,4.000020477209649
3.9999712336158844,4.000015791062121,4.000015791062121
3.9999778167159317,4.0000121773252895,4.0000121773252895
3.9999828932934323,4.000009390581208,4.000009390581208
3.999986808111519,4.000007241575085,4.000007241575085
3.9999898270353196,4.000005584362517,4.000005584362517
3.9999921550875346,4.0000043063980355,4.0000043063980355
3.9999939503720388,4.000003320891863,4.000003320891863
3.9999953348111106,4.0000025609157985,4.0000025609157985
3.9999964024254853,4.000001974857959,4.000001974857959
3.9999972257195386,4.000001522917684,4.000001522917684
3.9999978606052364,4.000001174402576,4.000001174402576
3.9999983501992604,4.000000905644097,4.000000905644097
3.999998727751172,4.000000698390183,4.000000698390183
3.9999990189014696,4.0000005385657005,4.0000005385657005
3.999999243422903,4.000000415316568,4.000000415316568
3.999999416563285,4.000000320272627,4.000000320272627
3.9999995500810126,4.000000246979205,4.000000246979205
3.999999653043612,4.000000190458761,4.000000190458761
3.9999997324435324,4.000000146872849,4.000000146872849
3.9999997936730205,4.000000113261441,4.000000113261441
3.999999840890327,4.000000087341903,4.000000087341903
3.999999877302094,4.000000067353972,4.000000067353972
3.999999905381139,4.000000051940219,4.000000051940219
3.999999927034379,4.000000040053857,4.000000040053857
3.999999943732341,4.000000030887653,4.000000030887653
3.999999956609024,4.000000023819108,4.000000023819108
3.999999966538917,4.000000018368177,4.000000018368177
3.999999974196384,4.000000014164676,4.000000014164676
3.999999980101463,4.000000010923133,4.000000010923133
3.999999984655182,4.000000008423407,4.000000008423407
3.999999988166797,4.0000000064957355,4.0000000064957355
3.99999999087479,4.000000005009206,4.000000005009206
3.9999999929630663,4.000000003862865,4.000000003862865
3.9999999945734466,4.00000000297886,4.00000000297886
3.9999999958152967,4.000000002297157,4.000000002297157
3.999999996772953,4.000000001771459,4.000000001771459
3.999999997511453,4.000000001366066,4.000000001366066
3.9999999980809493,4.000000001053446,4.000000001053446
3.999999998520118,4.000000000812368,4.000000000812368
3.999999998858785,4.00000000062646,4.00000000062646
3.9999999991199484,4.000000000483096,4.000000000483096
3.9999999993213455,4.000000000372541,4.000000000372541
3.9999999994766533,4.000000000287286,4.000000000287286
3.9999999995964197,4.000000000221541,4.000000000221541
3.9999999996887787,4.000000000170842,4.000000000170842
3.99999999976,4.000000000131745,4.000000000131745
3.999999999814923,4.000000000101596,4.000000000101596
3.999999999857277,4.000000000078346,4.000000000078346
3.9999999998899387,4.000000000060417,4.000000000060417
3.9999999999151257,4.00000000004659,4.00000000004659
3.9999999999345492,4.000000000035928,4.000000000035928
16.023999999949528,5.144234885563328,5.144234885563328
14.416578832760635,6.026615076437267,6.026615076437267
13.177011140620927,6.707065227970497,6.707065227970497
12.221114767747046,7.231796419253262,7.231796419253262
11.483972390233017,7.6364444636171465,7.6364444636171465
10.915522817510633,7.948490026236046,7.948490026236046
10.477161211143603,8.189124905129919,8.189124905129919
10.13911733327349,8.37469121940239,8.37469121940239
9.878433774983522,8.517791243600694,8.517791243600694
9.677406860989745,8.62814325983726,8.62814325983726
9.522384348580616,8.713241550740413,8.713241550740413
9.402838269519867,8.778865355013396,8.778865355013396
9.310649949277181,8.829471350052238,8.829471350052238
9.239558647446616,8.868496316102942,8.868496316102942
9.184736375138588,8.898590536641235,8.898590536641235
9.142460014126392,8.921797785780944,8.921797785780944
9.10985847053493,8.939694126108058,8.939694126108058
9.0847176916434,8.953494943050034,8.953494943050034
9.065330304003313,8.964137484753229,8.964137484753229
9.050379661418663,8.97234451295891,8.97234451295891
9.038850428195323,8.978673387568689,8.978673387568689
9.029959625143507,8.983553918355529,8.983553918355529
9.023103455494153,8.987317554425124,8.987317554425124
9.017816299543586,8.99021989375726,8.99021989375726
9.013739093249802,8.992458041506698,8.992458041506698
9.010594943291391,8.994183995909358,8.994183995909358
9.008170322546533,8.995514970864345,8.995514970864345
9.006300568929767,8.996541356224277,8.996541356224277
9.004858702776135,8.997332856397241,8.997332856397241
9.003746803333156,8.997943224148242,8.997943224148242
9.00288935871655,8.998413911084503,8.998413911084503
9.00222813770849,8.998776882738238,8.998776882738238
9.001718235129324,8.99905678942624,8.99905678942624
9.001325022214019,8.99927264031482,8.99927264031482
9.001021794885741,8.999439094380042,8.999439094380042
9.000787960214916,8.999567455935612,8.999567455935612
9.000607637901652,8.999666442337213,8.999666442337213
9.000468581804682,8.999742776000033,8.999742776000033
9.000361348275153,8.999801640934866,8.999801640934866
9.0002786548147,8.999847034807303,8.999847034807303
9.0002148855027,8.999882040429254,8.999882040429254
9.000165709604984,8.99990903512044,8.99990903512044
9.000127787462805,8.99992985215815,8.99992985215815
9.00009854368823,8.999945905279708,8.999945905279708
9.000075992263067,8.999958284692925,8.999958284692925
9.00005860166338,8.999967831114848,8.999967831114848
9.000045190849862,8.999975192866971,8.999975192866971
9.000034849060478,8.999980869904375,8.999980869904375
9.000026873958333,8.99998524776893,8.99998524776893
9.000020723934208,8.999988623772417,8.999988623772417
9.000015981324509,8.999991227187712,8.999991227187712
9.000012324046702,8.999993234819284,8.999993234819284
9.00000950372587,8.99999478301044,8.99999478301044
9.000007328826934,8.99999597690273,8.99999597690273
9.000005651647045,8.999996897576379,8.999996897576379
9.000004358284702,8.999997607556647,8.999997607556647
9.000003360904422,8.999998155060076,8.999998155060076
9.000002591771604,8.999998577269,8.999998577269
9.000001998652507,8.999998902856689,8.999998902856689
9.000001541266924,8.999999153934619,8.999999153934619
9.000001188552648,8.999999347554125,8.999999347554125
9.000000916555965,8.999999496864392,8.999999496864392
9.0000007068049,8.999999612005455,8.999999612005455
9.000000545054737,8.999999700796835,8.999999700796835
9.000000420320607,8.999999769268575,8.999999769268575
9.000000324131506,8.999999822070764,8.999999822070764
9.00000024995499,8.999999862789332,8.999999862789332
9.000000192753546,8.999999894189578,8.999999894189578
9.00000014864248,8.999999918403972,8.999999918403972
9.000000114626099,8.999999937076975,8.999999937076975
9.000000088394266,8.99999995147672,8.99999995147672
9.000000068165503,8.999999962581127,8.999999962581127
9.000000052566033,8.999999971144323,8.999999971144323
9.000000040536454,8.999999977747857,8.999999977747857
9.00000003125981,8.999999982840192,8.999999982840192
9.000000024106098,8.999999986767163,8.999999986767163
9.000000018589489,8.999999989795457,8.999999989795457
9.000000014335342,8.999999992130736,8.999999992130736
9.000000011054743,8.999999993931592,8.999999993931592
9.0000000085249,8.999999995320328,8.999999995320328
9.000000006574002,8.999999996391256,8.999999996391256
9.000000005069563,8.999999997217106,8.999999997217106
9.00000000390941,8.999999997853962,8.999999997853962
9.000000003014755,8.999999998345077,8.999999998345077
9.000000002324835,8.999999998723801,8.999999998723801
9.000000001792804,8.999999999015856,8.999999999015856
9.000000001382526,8.999999999241075,8.999999999241075
9.000000001066137,8.999999999414753,8.999999999414753
9.000000000822155,8.999999999548685,8.999999999548685
9.000000000634008,8.999999999651966,8.999999999651966
9.00000000048892,8.999999999731612,8.999999999731612
9.000000000377032,8.999999999793033,8.999999999793033
9.000000000290747,8.999999999840396,8.999999999840396
9.000000000224212,8.999999999876922,8.999999999876922
9.0000000001729,8.999999999905087,8.999999999905087
9.000000000133333,8.999999999926807,8.999999999926807
9.00000000010282,8.999999999943558,8.999999999943558
9.00000000007929,8.999999999956474,8.999999999956474
9.000000000061146,8.999999999966434,8.999999999966434
9.000000000047153,8.999999999974115,8.999999999974115
9.000000000036364,8.999999999980037,8.999999999980037
-10.238399999971957,7.169224183127609,7.169224183127609
-7.6665261324576655,5.757415877722686,5.757415877722686
-5.68321782502483,4.668695635264411,4.668695635264411
-4.153783628419445,3.829125729208049,3.829125729208049
-2.974355824391467,3.181688858222797,3.181688858222797
-2.0648365080313855,2.6824159580302163,2.6824159580302163
-1.363457937840848,2.2974001517982146,2.2974001517982146
-0.8225877332461322,2.0004940489608685,2.0004940489608685
-0.4054940399802285,1.7715340102425061,1.7715340102425061
-0.08385097758867266,1.5949707842631713,1.5949707842631713
0.16418504226709674,1.4588135188174896,1.4588135188174896
0.3554587687651902,1.3538154319802242,1.3538154319802242
0.5029600811541808,1.2728458399176985,1.2728458399176985
0.6167061640836169,1.2104058942362788,1.2104058942362788
0.7044217997768754,1.162255141374785,1.162255141374785
0.7720639773967017,1.1251235427510764,1.1251235427510764
0.8242264471432876,1.0964893982275583,1.0964893982275583
0.8644516933699258,1.074408091120296,1.074408091120296
0.895471513594208,1.0573800243951048,1.0573800243951048
0.9193925417297566,1.044248779265952,1.044248779265952
0.9378393148871904,1.0341225798902585,1.0341225798902585
0.9520645997701647,1.0263137306312764,1.0263137306312764
0.9630344712091827,1.0202919129198977,1.0202919129198977
0.9714939207301274,1.015648169988458,1.015648169988458
0.978017450800214,1.012067133589341,1.012067133589341
0.9830480907336936,1.0093056065450725,1.0093056065450725
0.986927483925482,1.0071760466170845,1.0071760466170845
0.9899190897123196,1.005533830041185,1.005533830041185
0.9922260755581431,1.0042674297644352,1.0042674297644352
0.9940051146669213,1.0032908413628272,1.0032908413628272
0.9953770260535002,1.002537742264805,1.002537742264805
0.9964349796664018,1.0019569876188272,1.0019569876188272
0.9972508237930713,1.0015091369180225,1.0015091369180225
0.9978799644575618,1.0011637754962923,1.0011637754962923
0.9983651281828083,1.0008974489919344,1.0008974489919344
0.9987392636561303,1.0006920705030224,1.0006920705030224
0.9990277793573539,1.0005336922604606,1.0005336922604606
0.9992502691125047,1.0004115583999487,1.0004115583999487
0.9994218427597519,1.0003173745042173,1.0003173745042173
0.9995541522964753,1.0002447443083162,1.0002447443083162
0.9996561831956772,1.000188735313194,1.000188735313194
0.999734864632025,1.0001455438072961,1.0001455438072961
0.9997955400595102,1.0001122365469597,1.0001122365469597
0.9998423300988308,1.000086551552467,1.000086551552467
0.999878412379094,1.000066744491321,1.000066744491321
0.9999062373385921,1.0000514702162435,1.0000514702162435
0.9999276946402209,1.000039691412845,1.000039691412845
0.9999442415032349,1.0000306081529984,1.0000306081529984
0.9999570016666677,1.0000236035697099,1.0000236035697099
0.9999668417052714,1.0000182019641328,1.0000182019641328
0.999974429880786,1.0000140364996635,1.0000140364996635
0.9999802815252725,1.0000108242891463,1.0000108242891463
0.9999847940386071,1.000008347183296,1.000008347183296
0.9999882738769057,1.0000064369556312,1.0000064369556312
0.999990957364729,1.0000049638777933,1.0000049638777933
0.9999930267444759,1.0000038279093655,1.0000038279093655
0.999994622552923,1.0000029519038784,1.0000029519038784
0.9999958531654314,1.0000022763695993,1.0000022763695993
0.9999968021559866,1.0000017554292977,1.0000017554292977
0.9999975339729223,1.0000013537046093,1.0000013537046093
0.9999980983157646,1.0000010439134015,1.0000010439134015
0.9999985335104533,1.0000008050169753,1.0000008050169753
0.9999988691121529,1.000000620791274,1.000000620791274
0.9999991279124181,1.0000004787250676,1.0000004787250676
0.9999993274870249,1.000000369170283,1.000000369170283
0.9999994813895863,1.0000002846867797,1.0000002846867797
0.9999996000720117,1.0000002195370707,1.0000002195370707
0.9999996915943228,1.0000001692966758,1.0000001692966758
0.9999997621720296,1.0000001305536432,1.0000001305536432
0.9999998165982418,1.0000001006768366,1.0000001006768366
0.9999998585691796,1.0000000776372469,1.0000000776372469
0.9999998909351955,1.0000000598701977,1.0000000598701977
0.999999915894346,1.000000046169084,1.000000046169084
0.9999999351416706,1.0000000356034286,1.0000000356034286
0.9999999499843033,1.0000000274556915,1.0000000274556915
0.9999999614302444,1.0000000211725395,1.0000000211725395
0.9999999702568163,1.0000000163272678,1.0000000163272678
0.999999977063454,1.000000012590822,1.000000012590822
0.999999982312413,1.0000000097094504,1.0000000097094504
0.9999999863601639,1.000000007487472,1.000000007487472
0.9999999894815992,1.0000000057739866,1.0000000057739866
0.9999999918887035,1.0000000044526272,1.0000000044526272
0.9999999937449491,1.000000003433657,1.000000003433657
0.9999999951763985,1.0000000026478748,1.0000000026478748
0.9999999962802653,1.0000000020419166,1.0000000020419166
0.9999999971315152,1.0000000015746302,1.0000000015746302
0.9999999977879592,1.0000000012142807,1.0000000012142807
0.9999999982941783,1.000000000936396,1.000000000936396
0.9999999986845505,1.0000000007221046,1.0000000007221046
0.9999999989855872,1.000000000556853,1.000000000556853
0.9999999992177326,1.0000000004294187,1.0000000004294187
0.9999999993967523,1.0000000003311476,1.0000000003311476
0.9999999995348037,1.0000000002553653,1.0000000002553653
0.9999999996412625,1.0000000001969256,1.0000000001969256
0.9999999997233586,1.0000000001518599,1.0000000001518599
0.9999999997866671,1.0000000001171072,1.0000000001171072
0.9999999998354876,1.0000000000903075,1.0000000000903075
0.9999999998731357,1.000000000069641,1.000000000069641
0.9999999999021683,1.0000000000537037,1.0000000000537037
0.9999999999245568,1.0000000000414138,1.0000000000414138
0.9999999999418216,1.0000000000319362,1.0000000000319362
